qualtrics_id	list_languages	english_best	attention_check1	SES	political_scale	political_interest	attention_check2	schooling_level	gender	lived_cities	sexual_orientation	age	race_ethnicity	data_collection_group	political_scale_str	schooling_level_str	sex_or	language.clean	gender.clean	race.nih	ethnicity.nih
R_sMuLiF2RW8Q649j	Mandarin Chinese	No	TRUE	593	4	2	TRUE	5	Female	Los Angeles, California, United States;Xi'an, Shaanxi, China	Bisexual	18	Asian	round1	Neutral	Bachelor's Degree	LGBTQIA+	Mandarin	female	Asian	Not Hispanic
R_3gLPjLueGvpViPV	Spanish	Yes	TRUE	583	2	3	TRUE	3	Male	Tijuana, Mexico;San Bernardino, California, United States	Straight	19	Hispanic;Latino/a American	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_2v24fG1glCOHhdu	Korean	Yes	TRUE	740	5	3	TRUE	2	Male	Fountain Valley;Los Angeles;Fullerton;Brea;Santa Ana;La Crescenta;Glendale	Heterosexual	22	Asian	round1	Slightly Conservative	HS or GED	Straight	Korean	male	Asian	Not Hispanic
R_1ddfBosUz2o3WIC		Yes	TRUE	470	5	5	TRUE	4	Male	Bakersfield, California, United States;Los Angeles, California, United States	Heterosexual	20	White	round1	Slightly Conservative	Associate Degree	NA	NA	NA	NA	NA
R_s82qGzigJqd9PBn	Chinese;Spanish	Yes	TRUE	357	3	5	TRUE	3	Female	New York, New York, United States;Los Angeles, California, United States	Heterosexual	19	asian american	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_1o24Vj10WtiiI02	Bengali;Spanish	Yes	TRUE	453	3	5	TRUE	3	female	Los Angeles, California, United States	Heterosexual	21	Asian	round1	Slightly Liberal	Some college	Straight	Bengali	female	Asian	Not Hispanic
R_2fJ3TghtLgWb7lT	Hindi, Telugu, Sanskrit	No	TRUE	306	3	5	TRUE	2	Female	Los Angeles, California, United States;Gurgaon, Haryana, India;Hyderabad, Telangana, India;Visakhapatnam, Andhra Pradesh, India	Heterosexual	20	Indian;South Asian	round1	Slightly Liberal	HS or GED	Straight	Hindi	female	Asian	Not Hispanic
R_25ZKwaeRrsqL8yo	Spanish	Yes	TRUE	414	6	5	TRUE	3	Female	Maryville, Tennessee;Los Angeles, California	heterosexual	20	Latina;White	round1	Moderately Conservative	Some college	NA	NA	NA	NA	NA
R_3rYZls9NkBOIqEo	Portuguese (Brazilian)	Yes	TRUE	413	6	5	TRUE	3	Male	Sao Paulo, Brazil;Palm Beach, Florida;Los Angeles, California	Heterosexual	21	White Caucasian	round1	Moderately Conservative	Some college	NA	NA	NA	NA	NA
R_31snl7LXCWChF7I	Portuguese;Spanish	No	TRUE	250	4	2	TRUE	3	Female	Sao Paulo, Brazil;New York, New York, United States;Los Angeles, California, United States	Straight	18	Japanese descendant	round1	Neutral	Some college	Straight	Portuguese	female	Asian	Not Hispanic
R_3nJ0L4VhtUwzK8B	Spanish	Yes	TRUE	421	3	5	TRUE	3	Female	Los Angeles, California, United States	Heterosexual	19	Hispanic	round1	Slightly Liberal	Some college	Straight	Spanish	female	NR	Hispanic
R_3F7FIlhNRjWYyjv		Yes	TRUE	696	2	5	TRUE	3	Female	Albuquerque, New Mexico, United States;Los Angeles, California, United States;Thoreau, New Mexico, United States	Heterosexual	21	Native American;Spanish	round1	Moderately Liberal	Some college	Straight	English	female	American Indian	Hispanic
R_3ekIE2oTMLcDeZS	English	Yes	TRUE	348	3	5	TRUE	5	Female	Seattle, Washington, United States;Los Angeles, California, United States	Heterosexual	23	White	round1	Slightly Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_3EtyF38a5fjKwod	Spanish, Marathi	Yes	TRUE	377	2	6	TRUE	5	Femalle	Cupertino, California;Los Angeles, California;Urbana, Illinois	Straight	20	Indian	round1	Moderately Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_2wKYNuquanAp2KV	Mandarin Chinese	No	TRUE	368	2	3	TRUE	2	Female	Los Angeles, California, United States;Madison, Wisconsin, United States;Shenzhen, Guangdong, China	Heterosexual	21	Asian	round1	Moderately Liberal	HS or GED	Straight	Mandarin	female	Asian	Not Hispanic
R_29tr0L9vcoinDwJ		Yes	TRUE	579	2	5	TRUE	3	Female	San Francisco, California, United States	Straight	18	Indian	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_3g1vslKBQN37rd2	Mandarin Chinese	No	TRUE	509	3	5	TRUE	2	Female	Guangzhou, China;Los Angeles, California, United States;Davis, California, United States;San Francisco Bay Area, United States	Straight	21	Asian	round1	Slightly Liberal	HS or GED	NA	NA	NA	NA	NA
R_1jw8oSxAVwx0ygQ		Yes	TRUE	478	1	6	TRUE	3	Cis Female	Guangzhou, Guangdong, China;Kailua-Kona, Hawaii, United States;Los Angeles, California, United States	Heterosexual	22	Asian-American	round1	Very Liberal	Some college	NA	NA	NA	NA	NA
R_3KZQkcIE9mZDqHM	Chinese	Yes	TRUE	332	2	5	TRUE	3	Female	Dallas, Texas, United States;Austin, Texas, United States;Fort Worth, Texas, Orange, California, United States;Los Angeles, California, United States;Taipei, Taiwan;Shanghai, China;Bangkok, Thailand	Straight	22	White	round1	Moderately Liberal	Some college	Straight	Chinese	female	White	Not Hispanic
R_PIo03EW5NoiE8HT		Yes	TRUE	166	7	3	TRUE	3	Male	Chicago, Illinois, United States	Straight	18	White	round1	Very Conservative	Some college	Straight	English	male	White	Not Hispanic
R_2Ynyc8OcodJbHM2		Yes	TRUE	426	2	6	TRUE	2	Female	London;San Diego;Los Angeles	Straight	22	White	round1	Moderately Liberal	HS or GED	NA	NA	NA	NA	NA
R_1dctVYl2puCr3Mj	Spanish	Yes	TRUE	312	2	6	TRUE	3	Female	Livonia, Michigan, United States;Lake Forest, Illinois, United States;Vernon Hills, Illinois, United States;West Linn, Oregon, United States;Los Angeles, California, United States	heterosexual	20	white/caucasian	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_1QEhnkTxo1t2QMP	Cantonese;Mandarin	Yes	TRUE	571	4	2	TRUE	2	Female	Arcadia, California;Los Angeles, California	Straight	20	Chinese American	round1	Neutral	HS or GED	Straight	Cantonese	female	Asian	Not Hispanic
R_125s3mq8SeTE7uJ	Slovak, and Spanish	Yes	TRUE	490	5	5	TRUE	6	Female	Irvine, California, United States;Newport Beach, California, United States;Los Angeles, California, United States	Straight	23	White (European Origin)	round1	Slightly Conservative	Master's Degree	NA	NA	NA	NA	NA
R_6lHRcZBd0MSBtOp		Yes	TRUE	398	5	3	TRUE	3	Female	Alamo, California, United States;Los Angeles, California, United States	Heterosexual	20	White	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_2tn78oAxWETFehA	French	Yes	TRUE	582	2	5	TRUE	3	Female	Pleasanton, California, United States;Los Angeles, California, United States	Straight	18	Indian	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_31Zv6cWJOulyeQo		Yes	TRUE	335	5	3	TRUE	3	Female	Orange County, California;Los Angeles, California	Heterosexual	19	White	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_3flRo1CtANQUbts	none	Yes	TRUE	514	2	2	TRUE	3	Female	Oakland, California, United States;Los Angeles, California, United States	Straight	21	Black	round1	Moderately Liberal	Some college	Straight	English	female	Black	Not Hispanic
R_svV8vVKMbtlIkNz		Yes	TRUE	425	4	5	TRUE	3	Male	Los Angeles, California, United States	Straight	22	Middle Eastern	round1	Neutral	Some college	NA	NA	NA	NA	NA
R_5ptwW0LAKmabGE1	Chinese;Spanish;Vietnamese	Yes	TRUE	523	3	2	TRUE	3	Female	Chicago, Illinois, United States;Los Angeles, California, United States	mostly heterosexual;to be explored or not	20	Vietnamese/Chinese	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_dgkPp9kA5Xtj8K5		Yes	TRUE	400	3	3	TRUE	3	Female	Los Angeles, California, United States;Newport Beach, California, United States	Heterosexual	23	White	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_1mUBfO2neQuRdyE	Spanish	Yes	TRUE	685	2	7	TRUE	3	Male	Los Angeles, California, United States;Alexandria, Virginia, United States	Queer	20	Latino	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_29b8pfMGQBkYy6E	Chinese;Spanish	Yes	TRUE	421	2	4	TRUE	3	female	Dallas, Texas;Los Angeles, California	bisexual	19	Asian American	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_O23XUZDhwTQo5xL	Swedish	Yes	TRUE	336	3	2	TRUE	3	Female	Palo Alto, California, United States;Stockholm, Sweden;Los Angeles, California, United States	Straight	20	White	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_1Qfw2lCE3B6LTfA	Arabic (Modern Standard);Spanish	Yes	TRUE	389	3	3	TRUE	4	Female	Fairfax, Virginia, United States;Los Angeles, California, United States;Riyadh, Saudi Arabia	Heterosexual	19	Arab;Iraqi	round1	Slightly Liberal	Associate Degree	NA	NA	NA	NA	NA
R_3s4YdpIruWtlYyY	French;Yoruba	Yes	TRUE	498	3	6	TRUE	3	Female	St. Louis, Missouri, United States;Syracuse, New York, United States;Los Angeles, California, United States	Straight;Heterosexual	19	Black;Nigerian American	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_2fI4fGU1UAPJR52	Spanish	Yes	TRUE	686	2	6	TRUE	4	female	Los Angeles, California, United States	Heterosexual	58	Latinx and  Native American	round1	Moderately Liberal	Associate Degree	Straight	Spanish	female	American Indian	Hispanic
R_27s4ad2gclGzfIF		Yes	TRUE	417	2	5	TRUE	2	Male	Holmdel, New Jersey, United States;Los Angeles, California, United States	Straight	18	Indian	round1	Moderately Liberal	HS or GED	NA	NA	NA	NA	NA
R_2Eaa8QgmL5YUswx	Hindi, Spanish	Yes	TRUE	523	3	5	TRUE	2	Male	Hyderabad, India;Dallas, Texas, United States;Los Angeles, California, United States	Male	19	Indian	round1	Slightly Liberal	HS or GED	NR	Hindi	male	Asian	Not Hispanic
R_d6ghLbjC4ND5HLH	Chinese;French	No	TRUE	596	4	4	TRUE	2	Male	Chongqing, China	Straight	18	Asian	round1	Neutral	HS or GED	NA	NA	NA	NA	NA
R_qRBz31EUTNOSuwp	Mandarin Chinese;Japanese;Taiwanese	Yes	TRUE	490	3	4	TRUE	2	Male	Los Angeles, California, United States	Straight	22	Asian	round1	Slightly Liberal	HS or GED	NA	NA	NA	NA	NA
R_1LFsKHfiSyONu3s	Mandarin Chinese	No	TRUE	424	2	3	TRUE	5	female	Shanghai;DC;Singapore	Straight	19	Asian American	round1	Moderately Liberal	Bachelor's Degree	Straight	Mandarin	female	Asian	Not Hispanic
R_1OrbFLEQDDlt2TW		Yes	TRUE	422	4	1	TRUE	4	Female	Coronado, California, United States;Los Angeles, California, United States	Heterosexual	20	White	round1	Neutral	Associate Degree	NA	NA	NA	NA	NA
R_Tu9BHWKsCN9Owal		Yes	TRUE	769	5	6	TRUE	4	Male	Los Angeles, California, United States	Straight	22	Asian	round1	Slightly Conservative	Associate Degree	NA	NA	NA	NA	NA
R_vCSaDyZE3MFRoKR	French	Yes	TRUE	673	2	5	FALSE	6	Female	Pittsburgh, Pennsylvania, United States;Portland, Oregon, United States;Los Angeles, California, United States	Straight	21	White	round1	Moderately Liberal	Master's Degree	NA	NA	NA	NA	NA
R_2wpkk2n0E9YjAe1	Mandarin Chinese;Cantonese;Hakka	No	TRUE	343	4	1	TRUE	6	Male	LA;bay area;hong kong	Normal	21	Asian	round1	Neutral	Master's Degree	NR	Mandarin	male	Asian	Not Hispanic
R_1FdUkppqI4tBNLj		Yes	TRUE	252	2	3	TRUE	3	Male	Dubai, United Arab Emirates;London, United Kingdom;Los Angeles, California, United States	Straight	19	White	round1	Moderately Liberal	Some college	Straight	English	male	White	Not Hispanic
R_71jKqZRBZXVLoeB		Yes	TRUE	595	1	4	TRUE	2	Female	West Covina, California;Los Angeles, California	Lesbian	19	Asian	round1	Very Liberal	HS or GED	NA	NA	NA	NA	NA
R_21bqH1zQIdXfFer	Vietnamese;French	Yes	TRUE	422	2	5	TRUE	3	Female	Los Angeles, California, United States;Sacramento, California, United States;San Jose, California, United States	Heterosexual	20	Vietnamese	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_31tHGkwefLJxNZu		Yes	TRUE	490	2	6	TRUE	5	Female	Seadrift, Texas;Richmond, Texas;San Jose;CA;Irvine, CA;Los Angeles, California, United States	Heterosexual	22	Vietnamese American	round1	Moderately Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_ufXGyZDKLNMnG7v		Yes	TRUE	516	1	7	TRUE	3	Woman	Paterson, New Jersey, United States;New York, New York, United States;Sunnyvale, California, United States;Palo Alto, California, United States;Los Angeles, California, United States;Pomona, California, United States;Dunboyne, County Meath, Ireland;Maynooth, County Kildare, Ireland	Bisexual	18	White;Middle Eastern	round1	Very Liberal	Some college	NA	NA	NA	NA	NA
R_3sBxAjj7EE7ducd		Yes	TRUE	429	4	6	TRUE	5	Male	Orange, California, United States	Bisexual	21	White	round1	Neutral	Bachelor's Degree	NA	NA	NA	NA	NA
R_27dn3R7EFX8bwPa		Yes	TRUE	429	2	3	TRUE	3	Female	Los Angeles, California, United States	Straight	20	White/American;Peruvian	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_1ovAwMDUdkRGyqe		Yes	TRUE	767	6	2	TRUE	3	Female	Riverside, California, United States;Los Angeles, California, United States	Heterosexual	20	White;Mexican American	round1	Moderately Conservative	Some college	NA	NA	NA	NA	NA
R_1LTl7krnzY2ilLw		Yes	TRUE	386	5	6	TRUE	3	Male	Los Angeles, California, United States	male	20	White	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_1pXudiUbWxAhomJ	Farsi	Yes	TRUE	324	2	5	TRUE	5	Female	London, United Kingdom;Los Angeles, California, United States	Heterosexual	21	White	round1	Moderately Liberal	Bachelor's Degree	Straight	Farsi	female	White	Not Hispanic
R_2thF4QUZKNd9wXl		Yes	TRUE	409	5	3	TRUE	3	male	Washington D.C.;Seattle;Southern California	heterosexual	20	Caucasian	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_1Ny2bPGg49RRVI2	Korean	Yes	TRUE	493	3	3	TRUE	2	Female	New Jersey;Panama;Seoul;Cypress, California;Sacheon, South Korea	Heterosexual	20	Asian	round1	Slightly Liberal	HS or GED	Straight	Korean	female	Asian	Not Hispanic
R_3NQjbkypHAP6WLc		Yes	TRUE	418	1	1	TRUE	3	Male	Half Moon Bay, California, United States	Straight	20	Caucasian	round1	Very Liberal	Some college	NA	NA	NA	NA	NA
R_1pxkkmekfoKyI9I	Spanish;Armenian;Italian	Yes	TRUE	335	6	3	TRUE	3	female	Glendale, California, United States	female	18	White	round1	Moderately Conservative	Some college	NA	NA	NA	NA	NA
R_3EzBOOFJyQt2UpG	Spanish	Yes	TRUE	559	4	4	FALSE	5	Female	Los Angeles;Santa Teresa New Mexico	Straight	25	Hispanic	round1	Neutral	Bachelor's Degree	NA	NA	NA	NA	NA
R_1QJWoLT0Ukq9vui	Mandarin Chinese;Cantonese;korean	No	TRUE	340	4	1	TRUE	2	Female	Guangzhou, China: Los Angeles, California	Straight	19	Asian	round1	Neutral	HS or GED	NA	NA	NA	NA	NA
R_1plkE6HpkiWhfNM	Filipino (Tagalog)	Yes	TRUE	392	3	3	TRUE	5	Female	Manila Philippines;Halifax, Canada, Vancouver, Canada;Los Angeles, California, United States	Straight	20	Filipino	round1	Slightly Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_3KOMQFwEquL1mJU	Spanish	Yes	TRUE	333	3	2	TRUE	3	male	Los Angeles, California, United States	heterosexual	20	asian american	round1	Slightly Liberal	Some college	Straight	Spanish	male	Asian	Not Hispanic
R_3HpKLcSUiY1ubEX		Yes	TRUE	374	4	3	TRUE	3	Male	Berkeley, California, United States;Los Angeles, California, United States;San Diego, California, United States;Shanghai, China	Heterosexual	20	Latino/a American;Caucasian;Native American	round1	Neutral	Some college	NA	NA	NA	NA	NA
R_3hbvtocq37mW2Um		Yes	TRUE	466	3	1	TRUE	2	female	Los Angeles, California, United States	Straight	22	Asian	round1	Slightly Liberal	HS or GED	NA	NA	NA	NA	NA
R_21Gs1gR7X1r5RtV	Spanish	Yes	TRUE	447	2	4	TRUE	2	Male	Atlanta, Georgia, United States	Heterosexual	19	African American	round1	Moderately Liberal	HS or GED	NA	NA	NA	NA	NA
R_2ttHkY53RIVki60		Yes	TRUE	409	5	4	TRUE	3	Female	Los Angeles, California, United States	Heterosexual	19	White	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_1DFGaL0j7cI1tKT	German	Yes	TRUE	303	3	7	TRUE	5	female	Tirana, Albania;Abuja, Nigeria;Washington, District of Columbia, United States;Rockville, Maryland;Los Angeles, California, United States;Berlin, Germany;London, United Kingdom	straight	21	European Caucasian	round1	Slightly Liberal	Bachelor's Degree	Straight	German	female	White	Not Hispanic
R_sGtjyB3SrU5OMO5	Spanish	Yes	TRUE	513	3	2	TRUE	3	male	Los Angeles, California, United States	Heterosexual	19	Caucasian	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_3Gg29Ln2vjrxnhg	Spanish	Yes	TRUE	495	3	5	TRUE	3	Female	San Diego, California;Bakersfield, California, United States	Straight	19	Latino	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_2Xor5pNaJOPR6ey	Chinese	Yes	TRUE	763	4	4	FALSE	2	Female	Castro Valley, California, United States;Los Angeles, California, United States;San Leandro, California, United States	Homosexual	18	Chinese-American	round1	Neutral	HS or GED	LGBTQIA+	Chinese	female	Asian	Not Hispanic
R_2RaDVRvD4GnX4lV	Gujarati;Arabic (Lebanese)	Yes	TRUE	534	2	6	TRUE	2	Female	Simi Valley, California, United States	Heterosexual	20	Indian;Lebanese	round1	Moderately Liberal	HS or GED	NA	NA	NA	NA	NA
R_2rGk0lip6x6ezhE		Yes	TRUE	507	4	6	TRUE	3	Male	Los Angeles, California, United States;Seattle, Washington, United States	Heterosexual	28	White	round1	Neutral	Some college	Straight	English	male	White	Not Hispanic
R_3spIZ5Z6r9hyFdE	Kannada;Tamil	Yes	TRUE	337	2	6	TRUE	3	Female	Bangalore, India;Holmdel, New Jersey, United States;Los Angeles, California, United States	Heterosexual	20	Indian;South Asian	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_1M3CTDwcYbxGFKf	French	Yes	TRUE	224	3	5	TRUE	3	Woman	Los Angeles, California, United States;Dijon, Bourgogne-Franche-Comte, France	Bisexual	19	European American	round1	Slightly Liberal	Some college	NA	NA	NA	NA	NA
R_sjUOEOXgWW9zbep	Japanese	Yes	TRUE	506	2	2	TRUE	3	Male	Milpitas, California, United States;Los Angeles, California, United States;Houston, Texas, United States;Taipei, Taiwan	Heterosexual	18	Jamaican;Japanese	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_XtczqBOzpJOi1jj		Yes	TRUE	343	5	2	TRUE	3	Male	Seattle;Los Angeles	Straight	20	White	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_2QtUo9PEaZaAzY5	Farsi (Persian)	Yes	TRUE	347	2	7	TRUE	3	Female	Tehran, Iran;Los Angeles, California, United States;Newport Beach, California, United States;Irvine, California, United States	Heterosexual	19	Middle Eastern	round1	Moderately Liberal	Some college	NA	NA	NA	NA	NA
R_1ghZRXm56atQkXo	Hindi;French (not fluent)	Yes	TRUE	515	1	2	TRUE	2	Female	London;New Delhi;Now living in Los Angeles	Female	20	Indian	round1	Very Liberal	HS or GED	NR	Hindi	female	Asian	Not Hispanic
R_2q7VIdvnqsYIQT3	Chinese;Japanese	No	TRUE	511	3	5	TRUE	6	Female	Boston, Massachusetts, United States;Los Angeles, California, United States	Heterosexual	23	Asian	round1	Slightly Liberal	Master's Degree	NA	NA	NA	NA	NA
R_1kTuGydzvr20mVW	Portuguese, Spanish	Yes	TRUE	631	2	7	TRUE	5	Womyn	Los Angeles, California, United States;Atlanta, Georgia, United States;Riverside, California, United States;Salvador, State of Bahia, Brazil	Bisexual	22	Black;Creole	round1	Moderately Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_3Hoz85x7U9WS5is		Yes	TRUE	763	3	4	TRUE	4	Male	Los Angeles	Straight	28	Asian	round1	Slightly Liberal	Associate Degree	Straight	English	male	Asian	Not Hispanic
R_3iPz3fFY9Y6i68P	spanish	Yes	TRUE	376	4	1	TRUE	3	Female	Los Angeles, California, United States;South Gate, California, United States;Woodland, California, United States	Lesbian	30	Hispanic;Latino/a American	round1	Neutral	Some college	NA	NA	NA	NA	NA
R_2CQIiZ3eiD9r4cV		Yes	TRUE	416	3	5	TRUE	4	Male	Los Angeles, California, United States;La Palma, California, United States;Corona, California, United States	Straight	26	African American	round1	Slightly Liberal	Associate Degree	Straight	English	male	Black	Not Hispanic
R_a61ZrFFORcpttqV		Yes	TRUE	321	5	5	TRUE	6	female	Long Island City, New York, United States;San Diego, California, United States;Jacksonville, Florida, United States;Seattle, Washington, United States;Los Angeles, California, United States	Straight	47	Black	round1	Slightly Conservative	Master's Degree	Straight	English	female	Black	Not Hispanic
R_1E4BWZrQgYobVvV	Thai;Tagalog	Yes	TRUE	673	2	5	TRUE	5		Los Angeles, California, United States;Bangkok, Thailand	Lesbian	24	Thai;Filipino	round1	Moderately Liberal	Bachelor's Degree	LGBTQIA+	Thai	Other	Asian	Hispanic
R_2feVPi36vsZa07E	Tagalog	Yes	TRUE	516	2	3	TRUE	5	Female	Los Angeles;philippines;thailand;san diego;San Francisco, California, United States;england;Rome, Italy;las vegas;utah;Seattle, Washington, United States;Washington, District of Columbia, United States;Vancouver, British Columbia, Canada;Baltimore, Maryland, United States;New York, New York, United States;Newark, New Jersey, United States	Bisexual	25	Filipino	round1	Moderately Liberal	Bachelor's Degree	NA	NA	NA	NA	NA
R_28RHQtGK0hq2dvx		Yes	TRUE	161	4	1	FALSE	3	male	Anaheim, California, United States;Delano, California, United States;Las Vegas, Nevada, United States	Straight	25	Asian Pacific American;Spanish;Chinese	round1	Neutral	Some college	Straight	English	male	Asian	Hispanic
R_2xP1P8CwG4ETvsy	spanish	Yes	TRUE	518	1	4	TRUE	2	Female	Los Angeles, CA;Grew up in Pacoima until I came out here as a teen;Came out here in '63 and never left after that	Straight	69	On my birth certificate says white american;And then theres Italian;Hispanic by my father from spain;My mother was considered white america;My grandfather was Italian	round1	Very Liberal	HS or GED	NA	NA	NA	NA	NA
R_1hLO7n4u1BqlZ3i	Spanish	Yes	TRUE	600	6	4	TRUE	1	Femme	Los Vegas;Phoenix, Arizona, United States;Oxnard, California, United States;Ontario, California, United States	Straight	67	Mexican American;Caucasian;Kosovian	round1	Moderately Conservative	Some HS	NA	NA	NA	NA	NA
R_10Tb46qZTVHmwpl		Yes	TRUE	766	3	4	TRUE	4	Female	Los Angeles, California, United States	Heterosexual	53	African-American;Native American	round1	Slightly Liberal	Associate Degree	NA	NA	NA	NA	NA
R_1f3fAqVFq1KEcKJ	Spanish	Yes	TRUE	625	4	4	TRUE	6	Female	Los Angeles, California, United States	Heterosexual	39	Hispanic	round1	Neutral	Master's Degree	Straight	Spanish	female	NR	Hispanic
R_RVKc99SIcDjKIo1	Spanish	Yes	TRUE	505	1	1	TRUE	2	Female	Los Angeles, California, United States	Heterosexual	44	Hispanic	round1	Very Liberal	HS or GED	NA	NA	NA	NA	NA
R_1kHQbngQXAHf5jG	Italian	Yes	TRUE	405	2	1	FALSE	3	Male	Los Angeles, California, United States	FEMALE	26	African-American	round1	Moderately Liberal	Some college	Straight	Italian	male	Black	Not Hispanic
R_7Onhvza67tHSY9z	english;spanish	Yes	TRUE	647	3	2	TRUE	5	female	Los Angeles, California, United States;San Francisco, California, United States;Panama City, Panama;Riverside, California, United States;Victorville, California, United States	Straight	33	African America;Jamaican;Panamanian	round1	Slightly Liberal	Bachelor's Degree	Straight	Spanish	female	Black	Not Hispanic
R_RPLTZPitkjWdwqZ	Spanish	Yes	TRUE	887	5	3	TRUE	3	Male	Brooklyn, New York, United States;West Covina, California, United States;downtown LA;San Gabriel, California, United States	Straight	19	Latino/a American	round1	Slightly Conservative	Some college	Straight	Spanish	male	NR	Hispanic
R_2y3dfsq3LRNTUS9		Yes	TRUE	791	4	7	FALSE	3	Male	New York, New York, United States;mathews, north carolina;Baltimore, Maryland, United States	Heterosexual	27	Black	round1	Neutral	Some college	Straight	English	male	Black	Not Hispanic
R_2Sk1ezQVQ8FdRz7	Spanish	Yes	TRUE	860	2	3	TRUE	2	male	Los Angeles, California, United States	gay	47	Hispanic	round1	Moderately Liberal	HS or GED	LGBTQIA+	Spanish	male	NR	Hispanic
R_3MS7ZeTYdmdbfPs		Yes	TRUE	847	3	3	TRUE	3	Female	Chicago;New York;Belize;Los Angeles;n/an/a	Heterosexual	56	black	round1	Slightly Liberal	Some college	Straight	English	female	Black	Not Hispanic
R_3lXNsKpTKga2Y0q		Yes	TRUE	126	4	2	TRUE	2	male	Chicago, Illinois, United States;Newark, New Jersey, United States;New York, New York, United States;Tampa, Florida, United States;Daytona Beach, Florida, United States	female	27	Black	round1	Neutral	HS or GED	NA	NA	NA	NA	NA
R_3DqgIvjPcJv4Wb5	Spanish	No	TRUE	467	5	2	TRUE	5	FEMALE	Lima, Peru;Indianapolis, Indiana, United States;fORT LOUIS;Washington, District of Columbia, United States;Los Angeles, California, United States	Heterosexual	57	Hispanic	round1	Slightly Conservative	Bachelor's Degree	Straight	Spanish	female	NR	Hispanic
R_xAhlXGrkZkRRL57		Yes	TRUE	593	4	1	TRUE	3	Female	Indianapolis, IN;Pullman, Washington;Los Angeles, CA;San Jose, California, United States	Heterosexual	26	Black American	round1	Neutral	Some college	Straight	English	female	Black	Not Hispanic
R_3D0fa9WwvuCpeNK	Spanish	Yes	TRUE	339	3	6	TRUE	7	Male	Anchorage, Alaska, United States;Baghdad, Iraq;Columbia, South Carolina, United States	single	44	African-American	round1	Slightly Liberal	Professional/Doctorate	NA	NA	NA	NA	NA
R_8udN9Dql4sPU43D	english	Yes	TRUE	377	3	5	TRUE	2	Male	Los Angeles, California, United States	Heterosexual	37	African-American	round1	Slightly Liberal	HS or GED	NA	NA	NA	NA	NA
R_10GYpyC9cgdCuFA		Yes	FALSE	345	5	5	TRUE	2	Female	Los Angeles, California, United States		40	Black Indians in the United States	round1	Slightly Conservative	HS or GED	NA	English	female	American Indian	Not Hispanic
R_2wTuK5kUpF86b3H		Yes	TRUE	343	6	4	TRUE	3	male	Los Angeles, California, United States	Heterosexual	55	Black	round1	Moderately Conservative	Some college	NA	NA	NA	NA	NA
R_1K6GPsRugok2SaK		Yes	TRUE	770	5	6	TRUE	3	Male	Los Angeles, California, United States	Heterosexual	58	Black	round1	Slightly Conservative	Some college	Straight	English	male	Black	Not Hispanic
R_3JayJ4zWEYg86ZW		Yes	TRUE	479	3	3	TRUE	3	Male	Grand Junction, Colorado, United States;Lynwood Califorina, United States	Straight	57	White	round1	Slightly Liberal	Some college	Straight	English	male	White	Not Hispanic
R_3JhpglXPnCcWirT	Spanish	Yes	TRUE	684	2	5	TRUE	7	female	East Los Angeles, Boyle Heights, Montebello, Whittier, El Monte, Pomona/Walnut;San Pedro;South Los Angeles;Skid Row	Bi Sexual	57	White,Souix Indian, Sicilian/Italian	round1	Moderately Liberal	Professional/Doctorate	LGBTQIA+	Spanish	female	Multiple Races	Not Hispanic
R_yF75ugXHaWQJzGh	spainish	Yes	TRUE	157	5	7	TRUE	3	male	Los Angeles,CA;Fort Walton Beach, FL;New York, New York, United States;Jacksonville, Florida, United States	Heterosexual	51	Black American	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
